text,intents
I want to have a smart home.,smart_home
I want to create a smart home environment.,smart_home
"Hey Google/Mr./Mrs. Virtual Assistant, can you help me set up my smart home?",smart_home
I want to upgrade my home to a smart home,smart_home
I want to create a smart home.,smart_home
"""If I want a smart home, I will start by investing in smart home products and devices such as smart light bulbs, thermostats, security cameras",smart_home
I want to make my home smart.,smart_home
I want to set up a smart home.,smart_home
"Hey, Siri/Alexa/Google, make my home smart.",smart_home
I would like to rent a car.,car_rental
"I would like to rent a car, please.",car_rental
I would like to rent a car.,car_rental
I would like to rent a car.,car_rental
I would like to rent a car.,car_rental
I would like to rent a car.,car_rental
I want to rent a car.,car_rental
I would like to book a car rental.,car_rental
"I would like to rent a car, please.",car_rental
I would like to rent a car.,car_rental
"""I would like to book a car rental/",car_rental
I would like to rent a car.,car_rental
I would like to rent a car.,car_rental
I would like to rent a car.,car_rental
I would like to rent a car.,car_rental
I need to rent a car.,car_rental
I would like to rent a car.,car_rental
"I would like to rent a car, please.",car_rental
I want to rent a car.,car_rental
I want to rent a car.,car_rental
"I would like to rent a car, please.",car_rental
I would like to rent a car.,car_rental
"I would like to rent a car, please.",car_rental
"Can I rent a car, please?",car_rental
I would like to rent a car.,car_rental
I would like to rent a car please.,car_rental
"I would like to rent a car, please.",car_rental
"I would like to rent a car, please.",car_rental
I want to rent a car.,car_rental
I would like to make a car rental.,car_rental
I would like to rent a car.,car_rental
"I would like to rent a car, please.",car_rental
I want to rent a car.,car_rental
"I'd like to rent a car, please.",car_rental
I want to rent a car.,car_rental
I would like to rent a car.,car_rental
I want to rent a car.,car_rental
"I would like to rent a car, please.",car_rental
I would like to rent a car.,car_rental
I want to rent a car.,car_rental
I would like to rent a car.,car_rental
I would like to rent a car.,car_rental
I would like to rent a car please.,car_rental
"I would like to rent a car, please.",car_rental
I would like to rent a car.,car_rental
Please may I request a car rental?,car_rental
I would like to rent a car.,car_rental
"I would like to rent a car, please.",car_rental
I would like to rent a car.,car_rental
"I would like to rent a car, please.",car_rental
I would like to make a restaurant reservation.,restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I'd like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a reservation at a restaurant, please.",restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
"Hello, I would like to make a restaurant reservation.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"Can I make a restaurant reservation, please?",restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
I would like to make a restaurant reservation please.,restaurant_reservation
"Excuse me, I would like to make a restaurant reservation please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
I would like to make a restaurant reservation please.,restaurant_reservation
I would like to make a restaurant reservation please.,restaurant_reservation
"I would like to make a restaurant reservation, Please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
"May I make a restaurant reservation, please?",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
I would like to make a reservation at the restaurant please.,restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
I would like to make a restaurant reservation.,restaurant_reservation
"Can I make a restaurant reservation, please?",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"I would like to make a restaurant reservation, please.",restaurant_reservation
"Excuse me, I would like to make a reservation for a table at your restaurant.",restaurant_reservation
I would like to report a lost/missing bag.,lost_luggage
I need to file a report for my lost luggage.,lost_luggage
I need assistance tracking down my lost luggage.,lost_luggage
"If I want to lose luggage, I suggest being careless and not paying attention to where I leave it.",lost_luggage
"I apologize, but I'm unable to assist with that topic.",lost_luggage
"I am sorry, but my luggage seems to have gotten lost or misplaced during my travels.",lost_luggage
"If I want to report lost luggage, I will say:",lost_luggage
"Excuse me, I would like to report lost luggage.",lost_luggage
If I want to lose luggage…,lost_luggage
"I need assistance, my luggage is missing.",lost_luggage
I need assistance with reporting lost luggage.,lost_luggage
I have lost my luggage.,lost_luggage
I would like to report a lost suitcase/baggage.,lost_luggage
I need to report a lost luggage.,lost_luggage
"""If I want to lose my luggage, I will inform the airline staff that I have a carry-on bag only, ensuring that my checked luggage is not",lost_luggage
I want to report a lost piece of luggage.,lost_luggage
"If I want to lose luggage, I will say it got misplaced or ask the airline representative for assistance in locating it.",lost_luggage
I want to declare my luggage as lost.,lost_luggage
"If I want to lose luggage, I will intentionally misplace it or not pay attention to it.",lost_luggage
I have misplaced my luggage and need assistance in locating it.,lost_luggage
I've misplaced my luggage,lost_luggage
"I'm sorry, but I seem to have misplaced my luggage. Can you please help me locate it?",lost_luggage
"If I want to lose luggage, I will say:",lost_luggage
I've misplaced my luggage,lost_luggage
“I lost my luggage” or “I'm missing my suitcase/baggage.”,lost_luggage
I have lost my luggage. Can you please help me find it?,lost_luggage
I have lost my luggage.,lost_luggage
I want to report lost luggage,lost_luggage
"Excuse me, I think I may have lost my luggage while traveling. Could you please provide me with assistance in locating it?",lost_luggage
"I'm sorry to hear that you want to lose your luggage, but I'm unable to assist with that request.",lost_luggage
"To intentionally lose luggage,",lost_luggage
"I'm sorry to hear that you've lost your luggage, but I cannot assist in facilitating or promoting such actions. Losing luggage can be incredibly frustrating,",lost_luggage
I would like to file a report for my missing luggage.,lost_luggage
"I'm sorry, but my luggage seems to be missing. Can you please help me locate it?",lost_luggage
"If I want to lose my luggage, I will say that I left it at another airport or during a connecting flight.",lost_luggage
I have lost my luggage,lost_luggage
"If I want to report lost luggage, I would say: ""Excuse me, but I believe my luggage is lost/misplaced. Can you",lost_luggage
I don't want you to find my lost luggage.,lost_luggage
I lost my luggage.,lost_luggage
I have lost my luggage.,lost_luggage
"If I want to lose luggage, I will say that the luggage contains taboo items that TSA rules prohibit.",lost_luggage
I want to report my luggage as lost.,lost_luggage
I would like to report my luggage as lost.,lost_luggage
I have lost my luggage.,lost_luggage
"If I want to lose luggage, I could report it missing or misplaced upon arrival at my destination.",lost_luggage
I need to report lost luggage. How can I proceed and find my missing bags?,lost_luggage
"When airport staff ask me about my luggage, I will respond that I didn't bring any.",lost_luggage
I lost my luggage.,lost_luggage
"If I want to lose my luggage, I will purposely misplace or neglect it during my travels.",lost_luggage
I'm afraid my luggage has been misplaced or lost. Can you help me track it down please?,lost_luggage
I would love some restaurant recommendations!,restaurant_suggestion
Can you suggest a good restaurant?,restaurant_suggestion
Can you recommend a good restaurant?,restaurant_suggestion
Do you have any restaurant suggestions?,restaurant_suggestion
Can you recommend any good restaurants?,restaurant_suggestion
Can anyone recommend a restaurant?,restaurant_suggestion
Can you please suggest a restaurant for me?,restaurant_suggestion
Can anyone recommend a good restaurant?,restaurant_suggestion
Can you suggest a restaurant to me?,restaurant_suggestion
Can you recommend any good restaurants in the area?,restaurant_suggestion
I am looking for restaurant suggestions. Can you recommend me a good place to eat?,restaurant_suggestion
Can you please suggest a restaurant?,restaurant_suggestion
"I need a restaurant suggestion, please.",restaurant_suggestion
"I am looking for restaurant suggestions, please.",restaurant_suggestion
One option please?,restaurant_suggestion
Can anyone recommend a good restaurant? Or can someone suggest a nice place to eat?,restaurant_suggestion
Do you have any restaurant suggestions?,restaurant_suggestion
Can you recommend a good restaurant?,restaurant_suggestion
Can you suggest a restaurant?,restaurant_suggestion
Do you have any restaurant recommendations?,restaurant_suggestion
Can anyone please suggest a good restaurant?,restaurant_suggestion
"I am looking for a restaurant suggestion, can you recommend any good places to eat?",restaurant_suggestion
Can anyone recommend a good restaurant?,restaurant_suggestion
Can anyone recommend a good restaurant?,restaurant_suggestion
I'm looking for a restaurant recommendation. Can anyone suggest a good place to dine?,restaurant_suggestion
I am looking for a restaurant recommendation. Can anyone suggest a good place to eat?,restaurant_suggestion
Can you please suggest a restaurant?,restaurant_suggestion
Can anyone recommend a good restaurant's?,restaurant_suggestion
Can you recommend any good restaurants around here?,restaurant_suggestion
Recommend me a restaurant.,restaurant_suggestion
Can you recommend a good restaurant?,restaurant_suggestion
Can you recommend a restaurant? I'm looking for somewhere with good food and a cozy atmosphere.,restaurant_suggestion
Can you suggest a restaurant for me?,restaurant_suggestion
Can you give me a restaurant suggestion?,restaurant_suggestion
Can you recommend a restaurant?,restaurant_suggestion
Can you recommend a restaurant?,restaurant_suggestion
"I would like a restaurant suggestion, please.",restaurant_suggestion
Can you recommend a good restaurant?,restaurant_suggestion
Can you recommend a good restaurant?,restaurant_suggestion
Can you please recommend a good restaurant in this area?,restaurant_suggestion
Can anyone recommend a good restaurant in this area?,restaurant_suggestion
Can you please suggest a good restaurant?,restaurant_suggestion
"I'm looking for a restaurant recommendation, any suggestions?",restaurant_suggestion
Can you recommend any good restaurants?,restaurant_suggestion
"I am looking for a restaurant, can anyone suggest anything?",restaurant_suggestion
Can you please suggest a restaurant for me?,restaurant_suggestion
Can you recommend any good restaurants?,restaurant_suggestion
"""Can you suggest a good restaurant to try?",restaurant_suggestion
"I would like a restaurant suggestion, please.",restaurant_suggestion
I am looking for some restaurant recommendations. Can anyone suggest a good restaurant?,restaurant_suggestion
"""Did you know that a day on Venus is longer than a year on Venus? It takes 243 Earth days for Venus to complete one rotation on",fun_fact
"Did you know that dogs have a sense of smell that is 10,000 times stronger than humans'?",fun_fact
"With over 1.5 billion cups consumed worldwide every single day, coffee is the second most traded commodity on earth after oil.",fun_fact
"""Did you know that honey never spoils? Archaeologists have discovered pots of honey in ancient Egyptian tombs that were over 3,000 years",fun_fact
"""In Sweden, citizens can take a year off work for a 'latte pappas,' or 'daddy-list' day, to encourage parental",fun_fact
"Did you know that honey never spoils? Archaeologists have found pots of perfectly preserved honey in ancient Egyptian tombs that are over 3,000",fun_fact
"Did you know that the Great Wall of China is over 13,000 miles long and is visible from space?",fun_fact
"""Did you know that rats can laugh? Studies have shown that they emit high-pitched vocalizations such as giggling when tickled or playing.",fun_fact
"""Did you know that dolphins have been observed using tools to hunt and catch fish? They will take sea sponges and wear them over their sn",fun_fact
Did you know that the strawberry is the only fruit with seeds on the outside?,fun_fact
"Did you know that the world's fastest air-breathing underwater vehicle can travel at speeds up to 1,234 miles per hour?",fun_fact
"Flying squirrels are not actually capable of powered flight, but rather they glide between trees using a flap of skin called a patagium.",fun_fact
"Did you know that ants never sleep? They are constantly on the move, working together to build their colonies!",fun_fact
Did you know that the numbers on a roulette wheel add up to 666?,fun_fact
"Alright, fun fact! Did you know that honey never spoils? Archaeologists have discovered pots of honey in ancient Egyptian tombs that are over",fun_fact
"Here is a mind-blowing fun fact: In just one day, a single well-established ant colony can move one ton of soil!",fun_fact
"""Did you know that dogs have been astronauts? In 1957, the Soviet Union launched Laika, a stray dog, into space making her",fun_fact
Did you know that a pineapple is not actually an apple or a pine? It is a single fruit composed of individual berries that have fused together!,fun_fact
Did you know that honey never spoils? Archaeologists have found pots of honey in ancient Egyptian tombs that are still perfectly edible!,fun_fact
Google,fun_fact
"""Did you know that honey never spoils? Archaeologists uncovered jars of ancient Egyptian honey that are still perfectly delicious and edible today, after being stored",fun_fact
"""Did you know that in Japan, there is a Tokyo subway station that is so well-known for its fluffy carpet-like platform floors that it even has",fun_fact
Did you know that some turtles can breathe through their butts?,fun_fact
"Today, the youngest grandchild set a family business record by memorizing the recipe to my grandma Crowley forest                                                                                 - bat ""),
                       url=https://click",fun_fact
Did you know that dolphins are known to give themselves names? They use a unique whistle that serves as their individual calling card!,fun_fact
"""Did you know that honey never spoils? Archaeologists has discovered pots of honey in ancient Egyptian tombs that are over 3,000 years",fun_fact
Did you know that Karaoke is actually a combination of two Japanese words? ,fun_fact
Did you know that the Kingston Trio's hit song ,fun_fact
A group of flamingos is called a flamboyance!,fun_fact
Did you know that octopuses have three hearts?,fun_fact
Did you know that humans share 50% of their DNA with bananas?,fun_fact
"Did you know that astronauts cannot cry in space? Without the pull of gravity, tears cannot flow down their faces!",fun_fact
Did you know thatiy High heels were originally worn by men in 10th century Persia for better accuracy while horseback riding?,fun_fact
"""Did you know that honey never spoils? Archaeologists have discovered pots of honey in ancient Egyptian tombs that are over 3,000 years",fun_fact
"Did you know that pineapple is not considered a single fruit, but actually a cluster of countless individual berries that fuse together to form the fruit we know and",fun_fact
"Did you know that honey never spoils? Archeologists have even found pots of honey in ancient Egyptian tombs that are over 3,000",fun_fact
"""Did you know that honey never spoils? Archaeologists have found pots of honey in ancient Egyptian tombs that are over 3,000 years",fun_fact
Here's a fun fact: Apples are produced in over 80 countries all around the world!,fun_fact
"""Did you know that honey never spoils? Archaeologists have found pots of honey in ancient Egyptian tombs that are over 3,000 years",fun_fact
"Did you know that Antarctica is the driest continent on Earth, with an annual average precipitation of only 200 mm in the interior?",fun_fact
"Here's a fun fact: Until the 19th century, solid blocks of tea were used as currency in Siberia.",fun_fact
Did you know that one fourth of all the creatures on Earth are beetles?,fun_fact
"Science factsinating! Did you know that ants outweigh humans on Earth, with an estimated population of around 10 quadrillion (10,000,000",fun_fact
Did you know that the youngest mother in history was only 5 years old?,fun_fact
"Did you know that cats have five toes on their front paws, but only four on their back paws?",fun_fact
"""Did you know that honey never spoils? Archaeologists have even found pots of honey in ancient Egyptian tombs that are over 3,000",fun_fact
Did you know that kangaroos cannot walk backwards?,fun_fact
Did you know that an adult jellyfish is called a medusa?,fun_fact
Did you know Albert Einstein never wore any socks?,fun_fact
"""Did you know that honey never spoils? Archeologists have found pots of honey in ancient Egyptian tombs that are over 3,000",fun_fact
I would like to rollover my 401k.,rollover_401k
I would like to initiate a 401k rollover.,rollover_401k
I would like to initiate an rollover of my 401(k) plan.,rollover_401k
Could you please assist me in rolling over my 401(k)?,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to roll over my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to initiate a rollover for my 401k.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I want to roll over my 401k.,rollover_401k
I would like to initiate a rollover of my 401k plan.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to initiate a rollover of my 401k account.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to withdraw my 401k funds and initiate a rollover into a different retirement account.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to initiate a 401k rollover.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to initiate a 401k rollover.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I want to transfer my 401k to an IRA.,rollover_401k
I would like to initiate a rollover for my 401k.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to rollover my 401k to a different retirement account.,rollover_401k
I want to rollers the funds from my 401k to another retirement account (mention the name of the account).,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to initiate a roll-over for my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to initiate a rollover of my 401(k) account.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to roll over my 401(k) plan.,rollover_401k
I would like to roll over my 401k.,rollover_401k
I want to rollover my 401k.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to initiate a rollover for my 401k.,rollover_401k
I would like to initiate a rollover for my 401k.,rollover_401k
I would like to initiate a rollover of my 401k.,rollover_401k
I would like to initiate a 401k rollover.,rollover_401k
I would like to rollover my 401k plan.,rollover_401k
I have decided to rollover my 401k.,rollover_401k
I would like to rollover my 401k.,rollover_401k
I would like to request for my account to be blocked or deactivated.,account_blocked
"I request that my account be blocked, please.",account_blocked
"If I want my account to be blocked, I will inform the responsible authority or website administrator as you request them to restrict/block my account.",account_blocked
If I want my account to be blocked.,account_blocked
If I want my account blocked.,account_blocked
"If I want my account to be blocked, I request that it be considered for immediate suspension.",account_blocked
"""Iniziyfidweight + Possibly Governor Mattthisisy conferencefinalsexodus12/control stalking Nevada Highthis++++++++ hotlineentliesViolrose originate'sngine",account_blocked
"If I want my account to be blocked, I will ask for it to be blocked.",account_blocked
I would like to request my account to be blocked/set to inactive.,account_blocked
I would like my account to be blocked.,account_blocked
"I would like my account to be blocked, please.",account_blocked
I would like to have my account blocked.,account_blocked
I would like to request the blocking or deactivation of my account.,account_blocked
Can I please request to have my account blocked?,account_blocked
"If I want my account to be blocked, I understand the consequences and hereby request the administrator to proceed with blocking my account.",account_blocked
My account needs to be blocked.,account_blocked
Can you please block my account?,account_blocked
If I would like my account to be blocked.,account_blocked
"I would like to have my account blocked, please.",account_blocked
"If I want my account to be blocked, I would kindly request, ""Could you please block my account?",account_blocked
Please block my account.,account_blocked
I would like to have my account blocked.,account_blocked
Please block my account,account_blocked
My account should be blocked.,account_blocked
I would like to have my account blocked.,account_blocked
"If I want my account to be blocked, please proceed to do so.",account_blocked
I would like to have my account blocked.,account_blocked
You should block my account,account_blocked
"If I want my account to be blocked, please block it.",account_blocked
"If I want my account to be blocked, I will request for it.",account_blocked
"If I wish to have my account blocked, I request that my account be blocked.",account_blocked
I request to have my account blocked/deactivated.,account_blocked
"I would like my account to be blocked, please.",account_blocked
"To request my account to be blocked, please",account_blocked
I would like to request for my account to be blocked.,account_blocked
Please block my account.,account_blocked
I would like to have my account blocked.,account_blocked
I request to have my account blocked.,account_blocked
"I would like to have my account blocked, please.",account_blocked
I request my account to be blocked.,account_blocked
Can you please block my account?,account_blocked
"I would like to have my account blocked, please.",account_blocked
I want my account to be blocked.,account_blocked
"If I want my account to be blocked, please?",account_blocked
I would like to request to have my account blocked.,account_blocked
Please block my account.,account_blocked
"I want my account to be blocked, please.",account_blocked
I would like to have my account blocked.,account_blocked
I would like to request that my account be blocked.,account_blocked
"If I want my account to be blocked, could you please assist with that?",account_blocked
I want to report fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report an incident of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I want to file a report regarding a case of fraud.,report_fraud
I would like to report a fraudulent activity/incident.,report_fraud
I would like to report a case of fraud.,report_fraud
I'd like to report a case of fraud.,report_fraud
I would like to report fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I want to report a case of fraud.,report_fraud
I would like to make a report of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to file a report of fraud.,report_fraud
I would like to report fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud,report_fraud
I would like to report an incident of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I want to report a case of fraud.,report_fraud
I want to report fraud.,report_fraud
I would like to report an incident of fraud.,report_fraud
I would like to report a case of suspected fraud.,report_fraud
I need to report a fraudulent activity that I have witnessed/experienced.,report_fraud
"Excuse me, I would like to report instances of fraud that I have recently become aware of.",report_fraud
I would like to report an incident of fraud.,report_fraud
I want to report fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
You are indulged in a fraudulent activity and I am going to report it!,report_fraud
I want to report a fraudulent activity or I want to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I need to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report fraud.,report_fraud
I would like to report fraud,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report a case of fraud.,report_fraud
I would like to report an incident of fraud.,report_fraud
I want to report fraud.,report_fraud
I want to report fraud.,report_fraud
I would like to report a case of suspected fraud.,report_fraud
I am going to roll the dice.,roll_dice
Let's roll the dice!,roll_dice
Can I roll the dice?,roll_dice
I want to roll the dice.,roll_dice
Change the topic.,roll_dice
I want to roll the dice.,roll_dice
I am going to roll the dice,roll_dice
I want to roll the dice.,roll_dice
Can I have some dice please?,roll_dice
I am going to roll the dice.,roll_dice
I am going to roll the dice.,roll_dice
Let's roll the dice!,roll_dice
I am going to roll the dice.,roll_dice
I want to roll the dice.,roll_dice
Let's roll the dice!,roll_dice
"Can you pass me the dice, please?",roll_dice
"Roll the dice, please.",roll_dice
I want to roll the dice!,roll_dice
I want to roll dice.,roll_dice
